geneid	taxid	symbol	Full_name_from_nomenclature_authority
37980	7227	Ance-5	-
37981	7227	NaCP60E	Na channel protein 60E
37982	7227	CG9083	-
37983	7227	Tpc2	Thiamine pyrophosphate carrier protein 2
37985	7227	pain	painless
37986	7227	CG30427	-
37987	7227	CG3760	-
37988	7227	CG2811	-
37989	7227	Tina-1	Troponin C-akin-1
37990	7227	CG15861	-
37991	7227	CG3770	-
37992	7227	CG2790	-
37993	7227	CG12851	-
37994	7227	CG2765	-
37995	7227	RpL19	Ribosomal protein L19
37996	7227	CG3776	-
37997	7227	Phk-3	Pherokine 3
37998	7227	CG2736	-
37999	7227	emp	epithelial membrane protein
38000	7227	CG3829	-
38001	7227	zip	zipper
38002	7227	uzip	unzipped
38003	7227	Nplp1	Neuropeptide-like precursor 1
38004	7227	gsb-n	gooseberry-neuro
38005	7227	gsb	gooseberry
38006	7227	gol	goliath
38007	7227	lov	jim lovell
38009	7227	Ebp	Ejaculatory bulb protein
38011	7227	CG9380	-
38012	7227	Kr	Kruppel
38013	7227	mthl8	methuselah-like 8
38015	7227	Lsp1gamma	Larval serum protein 1 gamma
38016	7227	CG13405	-
38017	7227	Pdk1	Phosphoinositide-dependent kinase 1
38019	7227	CG6845	-
38020	7227	Dic61B	Dynein intermediate chain at 61B
38021	7227	p130CAS	-
38022	7227	CG7049	-
38023	7227	Vdup1	Vitamin D[[3]] up-regulated protein 1
38024	7227	CG13875	-
38026	7227	Mtch	Mitochondrial carrier homolog 1
38027	7227	rno	rhinoceros
38028	7227	mri	mrityu
38029	7227	NitFhit	Nitrilase and fragile histidine triad fusion protein
38031	7227	CG13876	-
38032	7227	CG7028	-
38033	7227	thoc7	-
38034	7227	CG16940	-
38036	7227	CG13877	-
38037	7227	pyx	pyrexia
38044	7227	wac	wee Augmin
38045	7227	Tudor-SN	Tudor staphylococcal nuclease
38046	7227	mRpL17	mitochondrial ribosomal protein L17
38047	7227	miple1	midkine and pleiotrophin 1
38049	7227	ttm2	tiny tim 2
38050	7227	RhoGEF3	Rho guanine nucleotide exchange factor 3
38055	7227	Atac3	Ada2a-containing complex component 3
38056	7227	mthl9	methuselah-like 9
38057	7227	mthl10	methuselah-like 10
38058	7227	mth	methuselah
38059	7227	Ptpmeg	Protein tyrosine phosphatase Meg
38060	7227	CG1231	-
38062	7227	Cdc5	Cell division cycle 5 ortholog
38063	7227	CG1233	-
38064	7227	CG13884	-
38065	7227	trh	trachealess
38066	7227	CG13891	-
38067	7227	klar	klarsicht
38068	7227	CG17180	-
38069	7227	Cypl	Cyclophilin-like
38070	7227	Hipk	Homeodomain interacting protein kinase
38071	7227	Ppm1	-
38072	7227	Kah	Kahuli
38073	7227	MED14	Mediator complex subunit 14
38074	7227	CG13893	-
38075	7227	Reg-2	Rhythmically expressed gene 2
38076	7227	Gale	UDP-galactose 4'-epimerase
38077	7227	CG3402	-
38078	7227	MED30	Mediator complex subunit 30
38079	7227	Rev1	-
38080	7227	CG17129	-
38081	7227	CG3386	-
38082	7227	ebd1	earthbound 1
38083	7227	CG3344	-
38084	7227	RabX6	-
38085	7227	Vti1a	Vesicle transport through interaction with t-SNAREs 1a
38086	7227	CG13894	-
38087	7227	CG13895	-
38088	7227	CkIIalpha-i3	CKII-alpha subunit interactor-3
38089	7227	CG13896	-
38090	7227	hng3	hinge3
38091	7227	emc	extra macrochaetae
38092	7227	CG13898	-
38093	7227	CG13900	-
38094	7227	CG42553	-
38095	7227	CG13901	-
38096	7227	CG13887	-
38097	7227	CG13902	-
38098	7227	Gr61a	Gustatory receptor 61a
38099	7227	cep290	-
38100	7227	CG13890	-
38101	7227	dpr20	defective proboscis extension response 20
38102	7227	CG12502	-
38103	7227	Usp10	Ubiquitin specific protease 10
38104	7227	CG13907	-
38106	7227	CG34056	-
38107	7227	CG13905	-
38109	7227	Glut1	Glucose transporter 1
38113	7227	CG9205	-
38116	7227	bab1	bric a brac 1
38120	7227	CG13912	-
38121	7227	Trh	Tryptophan hydroxylase
38122	7227	LysX	Lysozyme X
38124	7227	CG9119	-
38125	7227	LysB	Lysozyme B
38127	7227	LysD	Lysozyme D
38128	7227	LysE	Lysozyme E
38129	7227	LysP	Lysozyme P
38130	7227	LysS	Lysozyme S
38131	7227	mwh	multiple wing hairs
38133	7227	CG9194	-
38134	7227	CG9192	-
38135	7227	Klp61F	Kinesin-like protein at 61F
38136	7227	Psf1	-
38137	7227	Sac1	-
38138	7227	CG9129	-
38141	7227	CG9134	-
38142	7227	CG32333	-
38144	7227	Rabex-5	Rabaptin-5-associated exchange factor for Rab5 ortholog (H. sapiens)
38145	7227	scf	supercoiling factor
38146	7227	Rac1	-
38147	7227	CG9149	-
38148	7227	CG2277	-
38149	7227	CG2469	-
38150	7227	CG9186	-
38151	7227	CG9153	-
38152	7227	CG9184	-
38153	7227	Myo61F	Myosin 61F
38154	7227	ND-ACP	NADH dehydrogenase (ubiquinone) acyl carrier protein
38155	7227	msd1	mitotic spindle density 1
38156	7227	msd5	mitotic spindle density 5
38157	7227	CG2211	-
38159	7227	CG2199	-
38160	7227	Ptp61F	Protein tyrosine phosphatase 61F
38161	7227	312	-
38163	7227	CG9168	-
38164	7227	FucTD	-
38165	7227	CG9173	-
38167	7227	SA-2	Stromalin-2
38168	7227	rho	rhomboid
38169	7227	stet	stem cell tumor
38170	7227	robl62A	-
38173	7227	pUf68	poly U binding factor 68kD
38174	7227	cue	cueball
38175	7227	Psa	Puromycin sensitive aminopeptidase
38176	7227	Iml1	Increased minichromosome loss 1
38177	7227	CG12091	-
38178	7227	CG7852	-
38180	7227	Cct2	CTP:phosphocholine cytidylyltransferase 2
38181	7227	CG12099	-
38182	7227	Pex10	Peroxin 10
38183	7227	CG12003	-
38184	7227	CG7879	-
38185	7227	CG12004	-
38186	7227	CG13917	-
38187	7227	CG12104	-
38190	7227	CG12105	-
38192	7227	CG13926	-
38193	7227	ABCB7	-
38194	7227	GC	gamma-glutamyl carboxylase
38195	7227	CG13928	-
38196	7227	nSyb	neuronal Synaptobrevin
38197	7227	metl	methyltransferase-like
38198	7227	Bgb	Big brother
38199	7227	alphaCOP	Coat Protein (coatomer) alpha
38200	7227	CG13919	-
38201	7227	CG17249	-
38202	7227	Bro	Brother
38203	7227	CG13920	-
38204	7227	CG7967	-
38205	7227	CG7970	-
38206	7227	CG7971	-
38207	7227	CG7974	-
38208	7227	RpL23A	Ribosomal protein L23A
38209	7227	RabX5	-
38210	7227	CG13930	-
38211	7227	CG12011	-
38212	7227	CG13931	-
38214	7227	CG7991	-
38216	7227	CG18171	-
38217	7227	CG12035	-
38218	7227	drpr	draper
38219	7227	Oseg4	Outer segment 4
38220	7227	CG18173	-
38221	7227	Gk	Glycerol kinase
38222	7227	CG13921	-
38223	7227	Cht2	Chitinase 2
38224	7227	CG8001	-
38226	7227	Dhc62B	Dynein heavy chain at 62B
38227	7227	CG13933	-
38228	7227	CG12018	-
38229	7227	CG2021	-
38230	7227	mRpL46	mitochondrial ribosomal protein L46
38231	7227	alpha-Spec	alpha Spectrin
38232	7227	Cdc37	-
38233	7227	CG12020	-
38235	7227	JTBR	-
38238	7227	GV1	-
38239	7227	Cpr62Ba	Cuticular protein 62Ba
38240	7227	Cpr62Bb	Cuticular protein 62Bb
38241	7227	Cpr62Bc	Cuticular protein 62Bc
38242	7227	CNMa	CNMamide
38243	7227	CG12024	-
38244	7227	Rap1	Rap1 GTPase
38246	7227	CG12025	-
38247	7227	CG13924	-
38248	7227	dre4	-
38249	7227	CG13937	-
38251	7227	Tmhs	Tetraspan membrane protein in hair cell stereocilia ortholog
38252	7227	dsb	debris buster
38254	7227	Dbx	-
38255	7227	CG5687	-
38256	7227	Mfap1	Microfibril-associated protein 1
38257	7227	mu2	mutator 2
38258	7227	Cnb	Centrobin
38259	7227	mv	mauve
38261	7227	SCOT	Succinyl-CoA:3-ketoacid CoA transferase
38262	7227	CG1927	-
38263	7227	CG11815	-
38264	7227	CG1139	-
38273	7227	CG15822	-
38274	7227	CG15879	-
38277	7227	CG15820	-
38278	7227	CG13810	-
38280	7227	CG8960	-
38281	7227	CG15878	-
38282	7227	Oseg2	Outer segment 2
38283	7227	CG9018	-
38284	7227	ACXD	-
38285	7227	CG32301	-
38286	7227	CG1275	-
38287	7227	CG2034	-
38288	7227	oxt	peptide O-xylosyltransferase
38290	7227	CG13807	-
38291	7227	ecd	ecdysoneless
38292	7227	CG13806	-
38293	7227	CG32302	-
38294	7227	yellow-g	-
38295	7227	yellow-g2	-
38296	7227	MsR2	Myosuppressin receptor 2
38298	7227	MsR1	Myosuppressin receptor 1
38299	7227	CG13801	-
38300	7227	CG1317	-
38301	7227	CG8993	-
38302	7227	mRpL23	mitochondrial ribosomal protein L23
38303	7227	CG9004	-
38304	7227	CG15877	-
38306	7227	CG45186	-
38310	7227	CG16762	-
38311	7227	Cyp4d20	-
38313	7227	CG1146	-
38315	7227	CG16758	-
38321	7227	dos	daughter of sevenless
38322	7227	CG16984	-
38323	7227	CG16985	-
38324	7227	CG12182	-
38325	7227	CG16986	-
38326	7227	Pxn	Peroxidasin
38327	7227	MEP-1	-
38328	7227	CG14949	-
38329	7227	CG1143	-
38330	7227	CG1246	-
38331	7227	Aats-pro	Prolyl-tRNA synthetase
38332	7227	CG42304	-
38337	7227	Fife	-
38338	7227	Mrtf	Myocardin-related transcription factor
38340	7227	Acp62F	Accessory gland protein 62F
38341	7227	Non2	Novel nucleolar protein 2
38342	7227	CG9977	-
38343	7227	CG12093	-
38344	7227	Atg2	Autophagy-related 2
38345	7227	mRpS35	mitochondrial ribosomal protein S35
38346	7227	pgant6	polypeptide GalNAc transferase 6
38347	7227	Tet	Ten-Eleven Translocation (TET) family protein
38350	7227	spz5	spatzle 5
38351	7227	CG9970	-
38352	7227	Shab	Shaker cognate b
38354	7227	Or63a	Odorant receptor 63a
38355	7227	CG2107	-
38356	7227	CG2113	-
38357	7227	FMRFaR	FMRFamide Receptor
38358	7227	CG32487	-
38360	7227	CG2162	-
38362	7227	scramb2	scramblase 2
38363	7227	CG32485	-
38364	7227	CG1271	-
38365	7227	CG16753	-
38367	7227	CG32486	-
38369	7227	CG11486	-
38370	7227	Cht7	-
38371	7227	CG45067	-
38372	7227	prominin-like	-
38373	7227	CG11537	-
38374	7227	CG1291	-
38375	7227	Usp5	Ubiquitin specific protease 5
38376	7227	BtbVII	BTB-protein-VII
38378	7227	ND-30	NADH dehydrogenase (ubiquinone) 30 kDa subunit
38379	7227	CG15812	-
38381	7227	Asciz	ASCIZ homolog
38382	7227	CG32278	-
38383	7227	CG14963	-
38384	7227	CG14964	-
38385	7227	Girdin	-
38386	7227	CG14957	-
38387	7227	CG14958	-
38388	7227	CG14965	-
38389	7227	Hsp83	Heat shock protein 83
38390	7227	CG14966	-
38391	7227	gry	gryzun
38392	7227	CG32271	-
38393	7227	CG32277	-
38395	7227	CG14967	-
38396	7227	CG12034	-
38397	7227	RpL28	Ribosomal protein L28
38398	7227	CG17737	-
38399	7227	CG11505	-
38400	7227	CG17746	-
38401	7227	CG12078	-
38402	7227	ckd	cracked
38403	7227	CG14960	-
38404	7227	CG12017	-
38405	7227	CG12009	-
38406	7227	CG14968	-
38407	7227	ZnT63C	Zinc transporter 63C
38408	7227	Drsl2	Drosomycin-like 2
38409	7227	Drsl5	Drosomycin-like 5
38410	7227	PIG-C	Phosphatidylinositol glycan anchor biosynthesis, class C ortholog (H. sapiens)
38411	7227	CG12016	-
38412	7227	Strip	Striatin interacting protein
38413	7227	PHGPx	-
38414	7227	CG14961	-
38415	7227	CG14969	-
38416	7227	Drsl6	Drosomycin-like 6
38418	7227	kst	karst
38419	7227	Drs	Drosomycin
38420	7227	YT521-B	-
38421	7227	CG12010	-
38422	7227	CG12012	-
38423	7227	CG12014	-
38424	7227	sty	sprouty
38427	7227	armi	armitage
38428	7227	CycJ	Cyclin J
38429	7227	CG14971	-
38430	7227	CG42324	-
38432	7227	ImpE2	Ecdysone-inducible gene E2
38433	7227	Eip63E	Ecdysone-induced protein 63E
38434	7227	CG10359	-
38435	7227	CG10357	-
38436	7227	dar1	dendritic arbor reduction 1
38437	7227	CG10862	-
38438	7227	CG32264	-
38440	7227	ppk27	pickpocket 27
38443	7227	ntc	nutcracker
38444	7227	IntS10	Integrator 10
38445	7227	CG32262	-
38446	7227	CG12006	-
38447	7227	Scsalpha	Succinyl coenzyme A synthetase alpha subunit
38448	7227	Acp63F	Accessory gland protein 63F
38451	7227	Awh	Arrowhead
38452	7227	Fie	Fire exit
38453	7227	Gr63a	Gustatory receptor 63a
38454	7227	CG14977	-
38455	7227	Ccz1	Ccz1 ortholog
38456	7227	Ubi-p63E	Ubiquitin-63E
38457	7227	Sc2	-
38459	7227	mge	maggie
38461	7227	CG10866	-
38462	7227	CG12766	-
38463	7227	CG10863	-
38464	7227	CG14982	-
38465	7227	CG10853	-
38466	7227	CG14983	-
38467	7227	CG14984	-
38468	7227	CG12605	-
38469	7227	scrt	scratch
38470	7227	CG14985	-
38471	7227	fd64A	forkhead domain 64A
38472	7227	Mul1	Mitochondrial E3 ubiquitin protein ligase 1 homologue
38473	7227	CG11594	-
38477	7227	CG11593	-
38478	7227	Rcd5	Reduction in Cnn dots 5
38479	7227	CG1136	-
38480	7227	Dpy-30L2	Dpy-30-like 2
38484	7227	Gad1	Glutamic acid decarboxylase 1
38485	7227	CG14989	-
38486	7227	CG14990	-
38487	7227	CG14995	-
38488	7227	Fit1	Fermitin 1
38489	7227	Ack	Activated Cdc42 kinase
38490	7227	Chd64	-
38491	7227	ens	ensconsin
38492	7227	RfC4	Replication factor C subunit 4
38493	7227	Rop	Ras opposite
38494	7227	Ras64B	Ras oncogene at 64B
38495	7227	Akh	Adipokinetic hormone
38496	7227	CG1299	-
38499	7227	mas	masquerade
38500	7227	Ero1L	Endoplasmic reticulum oxidoreductin-1-like
38501	7227	Teh4	tipE homolog 4
38502	7227	Teh2	tipE homolog 2
38503	7227	VhaM9.7-c	Vacuolar H[+] ATPase M9.7 subunit c
38504	7227	tipE	temperature-induced paralytic E
38505	7227	CG43367	-
38506	7227	CG15005	-
38508	7227	Cpr64Aa	Cuticular protein 64Aa
38509	7227	Cpr64Ab	Cuticular protein 64Ab
38510	7227	Cpr64Ac	Cuticular protein 64Ac
38511	7227	Cpr64Ad	Cuticular protein 64Ad
38513	7227	ImpL2	Ecdysone-inducible gene L2
38514	7227	CG14997	-
38515	7227	pav	pavarotti
38516	7227	ago	archipelago
38517	7227	CG1265	-
38518	7227	CG15011	-
38519	7227	CG1309	-
38520	7227	CG11586	-
38521	7227	VhaM9.7-a	Vacuolar H[+] ATPase M9.7 subunit a
38522	7227	CG1273	-
38523	7227	CG1311	-
38525	7227	srw	shrew
38526	7227	CG1316	-
38527	7227	TfIIEbeta	Transcription factor IIEbeta
38528	7227	Hexo1	Hexosaminidase 1
38529	7227	CG15012	-
38530	7227	Fdx2	Ferredoxin 2
38531	7227	dyl	dusky-like
38532	7227	PMP34	Peroxisomal Membrane Protein 34
38533	7227	CG15014	-
38534	7227	Cip4	Cdc42-interacting protein 4
38535	7227	mRpS6	mitochondrial ribosomal protein S6
38538	7227	CG11342	-
38539	7227	DopEcR	Dopamine/Ecdysteroid receptor
38540	7227	slow	slowdown
38541	7227	Syx17	Syntaxin 17
38542	7227	CG15019	-
38543	7227	DOR	-
38544	7227	CG15020	-
38545	7227	nAChRbeta1	nicotinic Acetylcholine Receptor beta1
38546	7227	CG15021	-
38547	7227	CG12607	-
38548	7227	CG11345	-
38549	7227	CG15022	-
38550	7227	CG15023	-
38552	7227	CG11349	-
38553	7227	CG7465	-
38554	7227	CG11350	-
38555	7227	CG13722	-
38556	7227	CG13721	-
38557	7227	CG13720	-
38558	7227	NT1	Neurotrophin 1
38559	7227	Tie	Tie-like receptor tyrosine kinase
38560	7227	CG11353	-
38561	7227	CG11357	-
38562	7227	CG42540	-
38565	7227	HDAC1	Histone deacetylase 1
38567	7227	CG13716	-
38571	7227	CG7514	-
38572	7227	CG18418	-
38573	7227	CG15876	-
38574	7227	CG13712	-
38575	7227	CG12493	-
38576	7227	CG13711	-
38578	7227	RhoGEF64C	Rho guanine nucleotide exchange factor at 64C
38579	7227	CG7509	-
38580	7227	Dhc64C	Dynein heavy chain 64C
38581	7227	Aats-leu	Leucyl-tRNA synthetase
38582	7227	CG13708	-
38583	7227	CG13707	-
38584	7227	CG32237	-
38586	7227	CG17150	-
38587	7227	CG13705	-
38588	7227	CG13704	-
38589	7227	Rh50	-
38590	7227	Con	Connectin
38591	7227	CG17030	-
38592	7227	ATPsynCF6L	ATP synthase, coupling factor 6-like
38593	7227	Srp54k	Signal recognition particle protein 54k
38594	7227	Gen	XPG-like endonuclease
38595	7227	Aats-ala-m	mitochondrial alanyl-tRNA synthetase
38596	7227	CG10671	-
38597	7227	Gdap1	GDAP1 ortholog
38598	7227	CG10672	-
38599	7227	CHMP2B	Charged multivesicular body protein 2b
38600	7227	Prpk	p53-related protein kinase ortholog
38601	7227	CG4611	-
38602	7227	CG10674	-
38603	7227	CG4603	-
38604	7227	CG4597	-
38605	7227	shep	alan shepard
38608	7227	CG4669	-
38610	7227	lama	lamina ancestor
38611	7227	Klp64D	Kinesin-like protein at 64D
38612	7227	Cyt-c1	Cytochrome c1
38613	7227	Uev1A	Ubiquitin-conjugating enzyme variant 1A
38614	7227	Membrin	-
38615	7227	CG10635	-
38616	7227	Ir64a	Ionotropic receptor 64a
38619	7227	CG4835	-
38620	7227	blanks	-
38622	7227	Lkr	Leucokinin receptor
38623	7227	CG13285	-
38624	7227	CG10625	-
38628	7227	bc10	-
38629	7227	Msr-110	-
38630	7227	l(3)psg2	lethal (3) persistent salivary gland 2
38631	7227	spo	spook
38632	7227	CG10592	-
38633	7227	CG5150	-
38634	7227	CG10591	-
38635	7227	TM9SF3	Transmembrane 9 superfamily protein member 3
38636	7227	mthl2	methuselah-like 2
38637	7227	Eaf6	Esa1-associated factor 6
38638	7227	Blimp-1	-
38639	7227	lin-28	-
38640	7227	Sse	Separase
38643	7227	DnaJ-1	DnaJ-like-1
38644	7227	Usp47	Ubiquitin specific protease 47
38645	7227	CG10576	-
38646	7227	Txl	Thioredoxin-like
38647	7227	Ppat-Dpck	Bifunctional Phosphopantetheine adenylyltransferase - Dephospho-CoA kinase
38648	7227	scny	scrawny
38649	7227	Myt1	-
38651	7227	Cralbp	Cellular retinaldehyde binding protein
38652	7227	Bre1	-
38653	7227	Tektin-C	Tektin C
38654	7227	S6k	Ribosomal protein S6 kinase
38655	7227	CG5537	-
38656	7227	mad2	-
38657	7227	vn	vein
38658	7227	CG5568	-
38659	7227	CG18586	-
38660	7227	CG13287	-
38661	7227	DNApol-epsilon58	DNA polymerase epsilon 58kD subunit
38662	7227	CG5592	-
38663	7227	QC	Glutaminyl cyclase
38664	7227	CG10486	-
38665	7227	CG13288	-
38666	7227	CG10483	-
38667	7227	CG32407	-
38668	7227	Vap-33B	VAMP-associated protein of 33kDa ortholog B
38669	7227	Rcc1	Regulator of chromosome condensation 1 ortholog (H. sapiens)
38674	7227	CG10479	-
38675	7227	alphaKap4	alpha Karyopherin-4
38677	7227	PVRAP	PVR adaptor protein
38679	7227	CG10477	-
38680	7227	yip7	yippee interacting protein 7
38681	7227	CG6462	-
38682	7227	Jon65Aiv	Jonah 65Aiv
38683	7227	Jon65Aiii	Jonah 65Aiii
38684	7227	Jon65Aii	Jonah 65Aii
38685	7227	Jon65Ai	Jonah 65Ai
38687	7227	CG6592	-
38688	7227	CG10472	-
38689	7227	CG42269	-
38691	7227	CG6602	-
38692	7227	CG13295	-
38693	7227	CG6610	-
38694	7227	ssp6	short spindle 6
38695	7227	CG13293	-
38696	7227	CG10469	-
38697	7227	CG10467	-
38698	7227	loj	logjam
38700	7227	Ets65A	Ets at 65A
38701	7227	l(3)mbn	lethal (3) malignant blood neoplasm
38702	7227	Lcp65Ag2	-
38703	7227	Lcp65Ag1	-
38706	7227	Cpr65Aw	Cuticular protein 65Aw
38707	7227	Lcp65Ad	-
38708	7227	Lcp65Ac	-
38709	7227	Lcp65Aa	-
38710	7227	Acp65Aa	Adult cuticle protein 65Aa
38711	7227	CG13297	-
38712	7227	Cpr65Az	Cuticular protein 65Az
38713	7227	CG13296	-
38714	7227	CG10289	-
38715	7227	CG7376	-
38716	7227	CG10274	-
38717	7227	D19B	-
38718	7227	D19A	-
38719	7227	CG7386	-
38720	7227	CG13298	-
38721	7227	Trn	Transportin
38722	7227	CG8219	-
38723	7227	LanA	Laminin A
38724	7227	CG13299	-
38725	7227	CG10226	-
38726	7227	Mdr65	Multi drug resistance 65
38727	7227	Best2	Bestrophin 2
38728	7227	CG10163	-
38730	7227	CG13300	-
38732	7227	CG42747	-
38733	7227	CG10147	-
38734	7227	CG8270	-
38735	7227	CG10144	-
38736	7227	sfl	sulfateless
38738	7227	ndl	nudel
38740	7227	CG8368	-
38741	7227	CG8398	-
38742	7227	GluRIA	Glutamate receptor IA
38743	7227	eIF4E-4	-
38744	7227	SP1173	-
38745	7227	CG8519	-
38746	7227	ple	pale
38747	7227	dikar	-
38748	7227	velo	veloren
38749	7227	CG8549	-
38750	7227	CG10103	-
38751	7227	CG32392	-
38752	7227	vvl	ventral veins lacking
38753	7227	Prat2	Phosphoribosylamidotransferase 2
38754	7227	CG14820	-
38755	7227	tow	target of wingless
38756	7227	CG10077	-
38757	7227	CG9948	-
38758	7227	CG10075	-
38760	7227	sgl	sugarless
38761	7227	CG10064	-
38762	7227	Mis12	-
38763	7227	CG9953	-
38764	7227	CG10063	-
38765	7227	Galphai	G protein alpha i subunit
38766	7227	bin	biniou
38768	7227	CG17744	-
38769	7227	Mp	Multiplexin
38771	7227	CG8641	-
38772	7227	CG14823	-
38773	7227	Cpr65Ea	Cuticular protein 65Ea
38774	7227	Cpr65Eb	Cuticular protein 65Eb
38775	7227	Cpr65Ec	Cuticular protein 65Ec
38779	7227	msl-3	male-specific lethal 3
38780	7227	BBS1	Bardet-Biedl syndrome 1 ortholog (H. sapiens)
38781	7227	CG8629	-
38782	7227	CG15829	-
38783	7227	CG8628	-
38784	7227	Dbi	Diazepam-binding inhibitor
38785	7227	melt	melted
38786	7227	corn	cornetto
38788	7227	Dscam2	Down syndrome cell adhesion molecule 2
38791	7227	CG14826	-
38792	7227	CG14829	-
38793	7227	BHD	Birt-Hogg-Dube homolog
38794	7227	RpL18	Ribosomal protein L18
38795	7227	Neos	Neosin
38796	7227	mRpL50	mitochondrial ribosomal protein L50
38797	7227	mei-P22	meiotic P22
38798	7227	Cdc27	Cell division cycle 27 ortholog
38799	7227	MED4	Mediator complex subunit 4
38800	7227	CG14830	-
38801	7227	unc-13-4A	-
38805	7227	CG8607	-
38806	7227	RhoGEF4	Rho guanine nucleotide exchange factor 4
38807	7227	Rint1	RINT1 ortholog
38808	7227	CG8602	-
38809	7227	mus312	mutagen-sensitive 312
38810	7227	CG43780	-
38811	7227	lark	-
38812	7227	eco	Establishment of cohesion
38813	7227	CG8596	-
38814	7227	CG14834	-
38815	7227	Srp19	Signal recognition particle protein 19
38816	7227	qm	quemao
38817	7227	CTCF	-
38818	7227	pst	pastrel
38819	7227	Sec63	Sec63 ortholog (S. cerevisiae)
38820	7227	Sh3beta	-
38821	7227	akirin	-
38823	7227	SMSr	-
38824	7227	smid	smallminded
38825	7227	CG8564	-
38826	7227	CG8563	-
38828	7227	CG8562	-
38829	7227	CG18417	-
38830	7227	CG8560	-
38831	7227	Rac2	-
38832	7227	CG14835	-
38833	7227	sphinx2	-
38835	7227	ppk26	pickpocket 26
38836	7227	Tsp66A	Tetraspanin 66A
38837	7227	CG8543	-
38838	7227	CG8541	-
38839	7227	mthl6	methuselah-like 6
38840	7227	Cyp316a1	-
38841	7227	Cyp4d8	Cytochrome P450-4d8
38842	7227	CG8539	-
38843	7227	CG7548	-
38844	7227	CG7546	-
38845	7227	ltl	larval translucida
38846	7227	lqf	liquid facets
38847	7227	CG16998	-
38848	7227	CG32374	-
38849	7227	CG14837	-
38850	7227	frac	faulty attraction
38851	7227	CG14838	-
38852	7227	CG7716	-
38857	7227	CG7506	-
38858	7227	PGRP-SD	-
38859	7227	CG7492	-
38863	7227	Ank2	Ankyrin 2
38864	7227	CG12262	-
38865	7227	CG7457	-
38866	7227	CG8492	-
38868	7227	Snmp2	Sensory neuron membrane protein 2
38869	7227	CG13685	-
38870	7227	CG7409	-
38871	7227	Hn	Henna
38872	7227	Clk	Clock
38873	7227	CG32369	-
38876	7227	CG32365	-
38878	7227	eIF4E-5	-
38879	7227	pbl	pebble
38880	7227	CG8281	-
38881	7227	CG8111	-
38883	7227	Srp9	Signal recognition particle protein 9
38884	7227	exex	extra-extra
38885	7227	RNaseX25	Ribonuclease X25
38886	7227	CG8042	-
38887	7227	HP4	Heterochromatin protein 4
38888	7227	CG8209	-
38889	7227	CG8038	-
38890	7227	nmo	nemo
38891	7227	bip1	-
38893	7227	CG7565	-
38895	7227	Ect4	Ectoderm-expressed 4
38897	7227	CG7927	-
38898	7227	Arp3	Actin-related protein 3
38900	7227	ldbr	lariat debranching enzyme
38901	7227	CG7550	-
38904	7227	CG7504	-
38905	7227	mus301	mutagen-sensitive 301
38906	7227	CG13676	-
38907	7227	CG13675	-
38909	7227	Nmt	N-myristoyl transferase
38910	7227	mthl7	methuselah-like 7
38911	7227	CG7979	-
38912	7227	ERR	estrogen-related receptor
38913	7227	Atg18a	Autophagy-related 18a
38914	7227	MED24	Mediator complex subunit 24
38915	7227	CG7387	-
38916	7227	UbcE2M	Ubiquitin conjugating enzyme E2M
38917	7227	CG8005	-
38918	7227	CG7366	-
38919	7227	CG13679	-
38920	7227	CG8006	-
38921	7227	CG13674	-
38922	7227	CG13678	-
38923	7227	eIF4E-3	eukaryotic translation initiation factor 4E-3
38924	7227	CG7213	-
38928	7227	cert	ceramide transfer protein
38929	7227	CG7201	-
38930	7227	Rab19	-
38931	7227	Arl5	ADP-ribosylation factor-like 5
38932	7227	CG13671	-
38933	7227	CG7194	-
38934	7227	Sbp2	SECIS-binding protein 2
38935	7227	Gr66a	Gustatory receptor 66a
38936	7227	BI-1	Bax Inhibitor-1
38937	7227	CG7185	-
38938	7227	CG13670	-
38940	7227	Cpr66Cb	Cuticular protein 66Cb
38941	7227	Pex2	Peroxin 2
38942	7227	DNApol-alpha50	DNA polymerase alpha 50kD
38943	7227	CG7083	-
38944	7227	CG7182	-
38945	7227	GAPcenA	GTPase activating protein and centrosome-associated ortholog (H. sapiens)
38946	7227	CG17352	-
38952	7227	Jon66Ci	Jonah 66Ci
38953	7227	Jon66Cii	Jonah 66Cii
38954	7227	CG7120	-
38955	7227	mkg-p	monkey king protein
38956	7227	CG13667	-
38957	7227	Oseg1	Outer segment 1
38958	7227	mtrm	matrimony
38959	7227	Exo70	Exo70 ortholog (S. cerevisiae)
38961	7227	Cbl	Cbl proto-oncogene ortholog
38963	7227	Unr	Upstream of N-ras
38964	7227	CG6983	-
38966	7227	CG43163	-
38968	7227	ZC3H3	-
38969	7227	CG6745	-
38970	7227	CG6683	-
38971	7227	CG6765	-
38972	7227	GstO3	Glutathione S transferase O3
38973	7227	se	sepia
38974	7227	GstO2	Glutathione S transferase O2
38975	7227	GstO1	Glutathione S transferase O1
38976	7227	foi	fear-of-intimacy
38978	7227	rhea	-
38979	7227	CG6638	-
38981	7227	CG43078	-
38982	7227	Nelf-E	Negative elongation factor E
38983	7227	RpL14	Ribosomal protein L14
38984	7227	CG5989	-
38985	7227	CG6282	-
38986	7227	S-Lap1	Sperm-Leucylaminopeptidase 1
38987	7227	GAPsec	GTPase activating protein, SECIS-dependent read-through
38988	7227	Zasp66	Z band alternatively spliced PDZ-motif protein 66
38989	7227	Cdc6	-
