3225,alpha-mannosidase activity,primary,3225,FBGN0027611-MONOMER
3226,ORF,primary,3226,FBGN0050476-MONOMER
3227,ORF,primary,3227,FBGN0052691-MONOMER
3228,acyl-CoA thioesterase activity,primary,3228,FBGN0031844-MONOMER
3229,ORF,primary,3229,FBGN0259203-MONOMER
3230,DNA binding,primary,3230,FBGN0023180-MONOMER
3231,microtubule binding//protein binding,primary,3231,FBGN0259108-MONOMER
3232,ORF,primary,3232,FBGN0050195-MONOMER
3233,protein binding//GTP binding,primary,3233,FBGN0030772-MONOMER
3234,ORF,primary,3234,FBGN0032671-MONOMER
3235,protein tyrosine phosphatase activity,primary,3235,FBGN0040077-MONOMER
3236,ferric iron binding//nucleic acid binding,primary,3236,FBGN0039972-MONOMER
3237,P-P-bond-hydrolysis-driven transmembrane transporter activity,primary,3237,FBGN0037710-MONOMER
3238,serine-type endopeptidase inhibitor activity,primary,3238,FBGN0085483-MONOMER
3239,zinc ion binding,primary,3239,FBGN0038550-MONOMER
3240,protein binding,primary,3240,FBGN0052085-MONOMER
3241,3'-5'-exoribonuclease activity//RNA binding,primary,3241,FBGN0037815-MONOMER
3242,zinc ion binding//nucleic acid binding,primary,3242,FBGN0038389-MONOMER
3243,superoxide dismutase activity,primary,3243,FBGN0003462-MONOMER
3244,unfolded protein binding//heat shock protein binding,primary,3244,FBGN0058178-MONOMER
3245,ORF,primary,3245,FBGN0259241-MONOMER
3246,DNA binding,primary,3246,FBGN0053808-MONOMER
3247,nucleotide binding//mRNA binding//nucleic acid binding,primary,3247,FBGN0039659-MONOMER
3248,protein serine/threonine kinase activity,primary,3248,FBGN0259168-MONOMER
3249,calcium ion binding,primary,3249,FBGN0038829-MONOMER
3250,ORF,primary,3250,FBGN0052662-MONOMER
3251,ORF,primary,3251,FBGN0034809-MONOMER
3252,transcription factor activity//zinc ion binding//nucleic acid binding,primary,3252,FBGN0029173-MONOMER
3253,small GTPase regulator activity//protein binding//actin binding,primary,3253,FBGN0024273-MONOMER
3254,serine-type endopeptidase activity,primary,3254,FBGN0031248-MONOMER
3255,ORF,primary,3255,FBGN0031591-MONOMER
3256,catalytic activity//ATP binding,primary,3256,FBGN0004575-MONOMER
3257,biotin-[acetyl-CoA-carboxylase] ligase activity,primary,3257,FBGN0037332-MONOMER
3258,lipoprotein lipase activity,primary,3258,FBGN0030162-MONOMER
3259,chitin binding,primary,3259,FBGN0038422-MONOMER
3260,ORF,primary,3260,FBGN0030102-MONOMER
3261,neprilysin activity,primary,3261,FBGN0027528-MONOMER
3262,"hydrogen ion transporting ATPase activity, rotational mechanism",primary,3262,FBGN0010612-MONOMER
3263,oxidoreductase activity//serine-type endopeptidase activity,primary,3263,FBGN0038351-MONOMER
3264,ORF,primary,3264,FBGN0085257-MONOMER
3265,ORF,primary,3265,FBGN0029719-MONOMER
3266,nucleotide binding//mRNA binding//nucleic acid binding,primary,3266,FBGN0003742-MONOMER
3267,ORF,primary,3267,FBGN0035259-MONOMER
3268,protein binding//zinc ion binding,primary,3268,FBGN0011232-MONOMER
3269,ORF,primary,3269,FBGN0037449-MONOMER
3270,structural constituent of ribosome//rRNA binding,primary,3270,FBGN0010408-MONOMER
3271,ORF,primary,3271,FBGN0029808-MONOMER
3272,NAD+ ADP-ribosyltransferase activity,primary,3272,FBGN0027508-MONOMER
3273,electron carrier activity//heme binding//monooxygenase activity//iron ion binding,primary,3273,FBGN0034053-MONOMER
3274,"ATPase activity, coupled",primary,3274,FBGN0001233-MONOMER
3275,ORF,primary,3275,FBGN0052267-MONOMER
3276,ORF,primary,3276,FBGN0052075-MONOMER
3277,carnitine transporter activity,primary,3277,FBGN0038404-MONOMER
3278,calmodulin binding,primary,3278,FBGN0000254-MONOMER
3279,ORF,primary,3279,FBGN0046828-MONOMER
3280,tRNA binding//aminoacyl-tRNA synthetase auxiliary protein activity,primary,3280,FBGN0033351-MONOMER
3281,protein binding,primary,3281,FBGN0035676-MONOMER
3282,ORF,primary,3282,FBGN0020880-MONOMER
3283,ORF,primary,3283,FBGN0085284-MONOMER
3284,ORF,primary,3284,FBGN0035703-MONOMER
3285,ubiquitin-protein ligase activity,primary,3285,FBGN0026316-MONOMER
3286,ORF,primary,3286,FBGN0039939-MONOMER
3287,DNA binding//ATP binding//DNA clamp loader activity,primary,3287,FBGN0032244-MONOMER
3288,xanthine dehydrogenase activity,primary,3288,FBGN0003308-MONOMER
3289,ORF,primary,3289,FBGN0039438-MONOMER
3290,calcium ion binding,primary,3290,FBGN0039029-MONOMER
3291,"ATPase activity, coupled",primary,3291,FBGN0034478-MONOMER
3292,strictosidine synthase activity,primary,3292,FBGN0041780-MONOMER
3293,structural constituent of ribosome//RNA binding,primary,3293,FBGN0004867-MONOMER
3294,signal transducer activity//receptor binding,primary,3294,FBGN0003326-MONOMER
3295,ribonuclease activity,primary,3295,FBGN0003264-MONOMER
3296,formyltetrahydrofolate dehydrogenase activity,primary,3296,FBGN0032945-MONOMER
3297,structural constituent of chorion,primary,3297,FBGN0000355-MONOMER
3298,transmembrane receptor protein tyrosine kinase activity,primary,3298,FBGN0053531-MONOMER
3299,ORF,primary,3299,FBGN0051803-MONOMER
3300,choline O-acetyltransferase activity,primary,3300,FBGN0000303-MONOMER
3301,taste receptor activity,primary,3301,FBGN0045477-MONOMER
3302,nucleic acid binding//endonuclease activity,primary,3302,FBGN0033490-MONOMER
3303,trypsin activity,primary,3303,FBGN0052277-MONOMER
3304,protein binding//calcium ion binding,primary,3304,FBGN0023388-MONOMER
3305,protein binding,primary,3305,FBGN0033495-MONOMER
3306,ORF,primary,3306,FBGN0085221-MONOMER
3307,odorant binding,primary,3307,FBGN0050073-MONOMER
3308,UDP-glycosyltransferase activity,primary,3308,FBGN0026315-MONOMER
3309,ORF,primary,3309,FBGN0030667-MONOMER
3310,ORF,primary,3310,FBGN0030657-MONOMER
3311,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity,primary,3311,FBGN0086360-MONOMER
3312,nicotinic acetylcholine-activated cation-selective channel activity,primary,3312,FBGN0022997-MONOMER
3313,long-chain-3-hydroxyacyl-CoA dehydrogenase activity,primary,3313,FBGN0025352-MONOMER
3314,ORF,primary,3314,FBGN0031460-MONOMER
3315,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",primary,3315,FBGN0032598-MONOMER
3316,ORF,primary,3316,FBGN0030079-MONOMER
3317,ORF,primary,3317,FBGN0042111-MONOMER
3318,unfolded protein binding,primary,3318,FBGN0030614-MONOMER
3319,ORF,primary,3319,FBGN0040989-MONOMER
3320,protein kinase CK2 regulator activity,primary,3320,FBGN0053239-MONOMER
3321,ORF,primary,3321,FBGN0039654-MONOMER
3322,glutamate synthase activity,primary,3322,FBGN0001142-MONOMER
3323,protease inhibitor activity,primary,3323,FBGN0039155-MONOMER
3324,succinate dehydrogenase (ubiquinone) activity,primary,3324,FBGN0036222-MONOMER
3325,zinc ion binding,primary,3325,FBGN0035407-MONOMER
3326,electron carrier activity//heme binding//monooxygenase activity//iron ion binding,primary,3326,FBGN0015036-MONOMER
3327,structural constituent of chitin-based cuticle,primary,3327,FBGN0033942-MONOMER
3328,non-membrane spanning protein tyrosine kinase activity,primary,3328,FBGN0004864-MONOMER
3329,unfolded protein binding//chaperone binding,primary,3329,FBGN0035603-MONOMER
3330,DNA binding//NAD-dependent histone deacetylase activity//NAD binding//zinc ion binding,primary,3330,FBGN0039631-MONOMER
3331,growth factor activity//specific transcriptional repressor activity//transforming growth factor beta receptor binding,primary,3331,FBGN0005590-MONOMER
3332,ORF,primary,3332,FBGN0038949-MONOMER
3333,chitinase activity,primary,3333,FBGN0031996-MONOMER
3334,electron carrier activity//ecdysteroid 25-hydroxylase activity//heme binding//iron ion binding,primary,3334,FBGN0004959-MONOMER
3335,ORF,primary,3335,FBGN0085550-MONOMER
3336,protein binding,primary,3336,FBGN0039504-MONOMER
3337,tetracycline:hydrogen antiporter activity,primary,3337,FBGN0086676-MONOMER
3338,,primary,3338,MONOMER54L-33
3339,ORF,primary,3339,FBGN0036601-MONOMER
3340,long-chain-fatty-acid-CoA ligase activity,primary,3340,FBGN0031703-MONOMER
3341,ORF,primary,3341,FBGN0085646-MONOMER
3342,glucose transmembrane transporter activity,primary,3342,FBGN0036316-MONOMER
3343,"selenide, water dikinase activity",primary,3343,FBGN0032224-MONOMER
3344,serine-type endopeptidase inhibitor activity,primary,3344,FBGN0051778-MONOMER
3345,ORF,primary,3345,FBGN0035509-MONOMER
3346,ORF,primary,3346,FBGN0037614-MONOMER
3347,"ATPase activity, coupled to transmembrane movement of substances",primary,3347,FBGN0036888-MONOMER
3348,ORF,primary,3348,FBGN0051813-MONOMER
3349,ORF,primary,3349,FBGN0029853-MONOMER
3350,"hydrogen ion transporting ATPase activity, rotational mechanism",primary,3350,FBGN0036568-MONOMER
3351,unfolded protein binding,primary,3351,FBGN0014419-MONOMER
3352,adenylate cyclase activity,primary,3352,FBGN0052158-MONOMER
3353,ORF,primary,3353,FBGN0039462-MONOMER
3354,transposase activity//DNA binding,primary,3354,FBGN0066307-MONOMER
3355,tRNA (guanine-N2-)-methyltransferase activity,primary,3355,FBGN0032430-MONOMER
3356,ORF,primary,3356,FBGN0030960-MONOMER
3357,RNA binding,primary,3357,FBGN0003638-MONOMER
3358,carboxylesterase activity,primary,3358,FBGN0020932-MONOMER
3359,glucuronosyltransferase activity,primary,3359,FBGN0040262-MONOMER
3360,dopamine beta-monooxygenase activity,primary,3360,FBGN0037820-MONOMER
3361,allantoinase activity,primary,3361,FBGN0030914-MONOMER
3362,ORF,primary,3362,FBGN0058378-MONOMER
3363,DNA-(apurinic or apyrimidinic site) lyase activity,primary,3363,FBGN0002622-MONOMER
3364,leucyl aminopeptidase activity,primary,3364,FBGN0034132-MONOMER
3365,ORF,primary,3365,FBGN0028482-MONOMER
3366,phenylalanine-tRNA ligase activity,primary,3366,FBGN0039175-MONOMER
3367,catalytic activity,primary,3367,FBGN0038858-MONOMER
3368,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+) activity,primary,3368,FBGN0029153-MONOMER
3369,ORF,primary,3369,FBGN0085470-MONOMER
3370,catalytic activity//rhodopsin-like receptor activity,primary,3370,FBGN0037964-MONOMER
3371,nucleotide binding//mRNA binding//RNA binding,primary,3371,FBGN0052423-MONOMER
3372,ORF,primary,3372,FBGN0038183-MONOMER
3373,chitin binding,primary,3373,FBGN0040959-MONOMER
3374,ORF,primary,3374,FBGN0035555-MONOMER
3375,adenosine deaminase activity,primary,3375,FBGN0038172-MONOMER
3376,ORF,primary,3376,FBGN0034881-MONOMER
3377,ubiquitin-protein ligase activity,primary,3377,FBGN0030145-MONOMER
3378,ORF,primary,3378,FBGN0031796-MONOMER
3379,ORF,primary,3379,FBGN0038267-MONOMER
3380,rhodopsin-like receptor activity,primary,3380,FBGN0025335-MONOMER
3381,protein tyrosine kinase activity//receptor signaling protein tyrosine kinase activity//ATP binding,primary,3381,FBGN0033791-MONOMER
3382,protein binding,primary,3382,FBGN0041729-MONOMER
3383,ORF,primary,3383,FBGN0032377-MONOMER
3384,ORF,primary,3384,FBGN0033274-MONOMER
3385,ORF,primary,3385,FBGN0029771-MONOMER
3386,"3',5'-cyclic-GMP phosphodiesterase activity",primary,3386,FBGN0085370-MONOMER
3387,ORF,primary,3387,FBGN0052160-MONOMER
3388,sequence-specific DNA binding//DNA binding//RNA polymerase II transcription factor activity//transcription factor activity,primary,3388,FBGN0025360-MONOMER
3389,ORF,primary,3389,FBGN0036035-MONOMER
3390,zinc ion binding//nucleic acid binding,primary,3390,FBGN0039905-MONOMER
3391,ORF,primary,3391,FBGN0031849-MONOMER
3392,peptidyl-dipeptidase A activity,primary,3392,FBGN0016122-MONOMER
3393,zinc ion binding,primary,3393,FBGN0035970-MONOMER
3394,zinc ion binding,primary,3394,FBGN0050147-MONOMER
3395,structural constituent of ribosome//RNA binding,primary,3395,FBGN0036853-MONOMER
3396,adenylate kinase activity,primary,3396,FBGN0022708-MONOMER
3397,sodium:iodide symporter activity,primary,3397,FBGN0037895-MONOMER
3398,serine-pyruvate transaminase activity,primary,3398,FBGN0014031-MONOMER
3399,isoleucine-tRNA ligase activity,primary,3399,FBGN0036569-MONOMER
3400,protein binding//methyltransferase activity,primary,3400,FBGN0033073-MONOMER
3401,X-Pro aminopeptidase activity,primary,3401,FBGN0026150-MONOMER
3402,ORF,primary,3402,FBGN0050151-MONOMER
3403,DNA binding,primary,3403,FBGN0026776-MONOMER
3404,protein transporter activity,primary,3404,FBGN0010340-MONOMER
3405,transcription cofactor activity,primary,3405,FBGN0037778-MONOMER
3406,ORF,primary,3406,FBGN0039224-MONOMER
3407,ORF,primary,3407,FBGN0052264-MONOMER
3408,protein transporter activity//protein binding,primary,3408,FBGN0001087-MONOMER
3409,ORF,primary,3409,FBGN0085650-MONOMER
3410,calcium channel activity,primary,3410,FBGN0040333-MONOMER
3411,ORF,primary,3411,FBGN0038539-MONOMER
3412,ORF,primary,3412,FBGN0052280-MONOMER
3413,signal transducer activity//ligase activity//protein binding//zinc ion binding//calcium ion binding,primary,3413,FBGN0020224-MONOMER
3414,binding//transmembrane transporter activity,primary,3414,FBGN0027786-MONOMER
3415,chromatin binding,primary,3415,FBGN0044324-MONOMER
3416,ORF,primary,3416,FBGN0035724-MONOMER
3417,ecdysone oxidase activity,primary,3417,FBGN0030597-MONOMER
3418,structural constituent of chitin-based cuticle,primary,3418,FBGN0035543-MONOMER
3419,ORF,primary,3419,FBGN0032831-MONOMER
3420,serine-type peptidase activity//serine-type endopeptidase activity,primary,3420,FBGN0011834-MONOMER
3421,ORF,primary,3421,FBGN0039204-MONOMER
3422,ORF,primary,3422,FBGN0038052-MONOMER
3423,trypsin activity,primary,3423,FBGN0003319-MONOMER
3424,ORF,primary,3424,FBGN0033273-MONOMER
3425,inositol-polyphosphate 5-phosphatase activity,primary,3425,FBGN0034691-MONOMER
3426,actin binding,primary,3426,FBGN0259212-MONOMER
3427,ORF,primary,3427,FBGN0039434-MONOMER
3428,ORF,primary,3428,FBGN0051315-MONOMER
3429,endoribonuclease activity//translation initiation factor activity//protein binding//siRNA binding,primary,3429,FBGN0087035-MONOMER
3430,ORF,primary,3430,FBGN0029714-MONOMER
3431,ORF,primary,3431,FBGN0046822-MONOMER
3432,protein binding,primary,3432,FBGN0033639-MONOMER
3433,carboxylesterase activity,primary,3433,FBGN0015568-MONOMER
3434,Rho guanyl-nucleotide exchange factor activity//signal transducer activity,primary,3434,FBGN0259743-MONOMER
3435,ORF,primary,3435,FBGN0040066-MONOMER
3436,ORF,primary,3436,FBGN0033426-MONOMER
3437,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors",primary,3437,FBGN0036796-MONOMER
3438,ORF,primary,3438,FBGN0035727-MONOMER
3439,cytochrome-c oxidase activity,primary,3439,FBGN0015031-MONOMER
3440,protein binding//transcription factor activity//receptor activity//zinc ion binding,primary,3440,FBGN0035518-MONOMER
3441,"RNA splicing factor activity, transesterification mechanism//protein binding//mRNA binding",primary,3441,FBGN0033210-MONOMER
3442,ORF,primary,3442,FBGN0024998-MONOMER
3443,ORF,primary,3443,FBGN0029977-MONOMER
3444,receptor binding,primary,3444,FBGN0034876-MONOMER
3445,chitinase activity,primary,3445,FBGN0064237-MONOMER
3446,ORF,primary,3446,FBGN0020407-MONOMER
3447,zinc ion binding,primary,3447,FBGN0033581-MONOMER
3448,neprilysin activity,primary,3448,FBGN0031808-MONOMER
3449,structural constituent of chitin-based cuticle//structural constituent of chitin-based larval cuticle,primary,3449,FBGN0002533-MONOMER
3450,ORF,primary,3450,FBGN0032040-MONOMER
3451,ORF,primary,3451,FBGN0085690-MONOMER
3452,"hydrogen ion transporting ATPase activity, rotational mechanism",primary,3452,FBGN0037402-MONOMER
3453,ORF,primary,3453,FBGN0053194-MONOMER
3454,metal ion transmembrane transporter activity,primary,3454,FBGN0038412-MONOMER
3455,ORF,primary,3455,FBGN0035675-MONOMER
3456,ORF,primary,3456,FBGN0053698-MONOMER
3457,polypeptide N-acetylgalactosaminyltransferase activity,primary,3457,FBGN0051776-MONOMER
3458,structural constituent of ribosome,primary,3458,FBGN0036213-MONOMER
3459,ORF,primary,3459,FBGN0035364-MONOMER
3460,ORF,primary,3460,FBGN0029659-MONOMER
3461,Rab-protein geranylgeranyltransferase activity,primary,3461,FBGN0026378-MONOMER
3462,actin binding,primary,3462,FBGN0031437-MONOMER
3463,glutathione transferase activity,primary,3463,FBGN0061207-MONOMER
3464,ORF,primary,3464,FBGN0041711-MONOMER
3465,ORF,primary,3465,FBGN0053341-MONOMER
3466,ORF,primary,3466,FBGN0053964-MONOMER
3467,sequence-specific DNA binding//DNA binding//transcription factor activity,primary,3467,FBGN0005658-MONOMER
3468,procollagen-proline 4-dioxygenase activity,primary,3468,FBGN0036793-MONOMER
3469,protein binding,primary,3469,FBGN0034113-MONOMER
3470,ORF,primary,3470,FBGN0004055-MONOMER
3471,ORF,primary,3471,FBGN0029657-MONOMER
3472,DNA binding,primary,3472,FBGN0001197-MONOMER
3473,ORF,primary,3473,FBGN0085633-MONOMER
3474,structural constituent of ribosome,primary,3474,FBGN0004403-MONOMER
3475,3-hydroxyisobutyryl-CoA hydrolase activity,primary,3475,FBGN0038326-MONOMER
3476,ubiquitin-protein ligase activity,primary,3476,FBGN0003691-MONOMER
3477,ORF,primary,3477,FBGN0051680-MONOMER
3478,phosphoglycolate phosphatase activity,primary,3478,FBGN0031335-MONOMER
3479,ORF,primary,3479,FBGN0029507-MONOMER
3480,ORF,primary,3480,FBGN0004052-MONOMER
3481,ORF,primary,3481,FBGN0053463-MONOMER
3482,mRNA binding//RNA binding,primary,3482,FBGN0022987-MONOMER
3483,ORF,primary,3483,FBGN0039127-MONOMER
3484,transporter activity,primary,3484,FBGN0039864-MONOMER
3485,carnitine O-palmitoyltransferase activity,primary,3485,FBGN0027842-MONOMER
3486,ORF,primary,3486,FBGN0031822-MONOMER
3487,serine carboxypeptidase activity,primary,3487,FBGN0027561-MONOMER
3488,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor//NAD binding",primary,3488,FBGN0032889-MONOMER
3489,binding//transmembrane transporter activity,primary,3489,FBGN0037512-MONOMER
3490,endopeptidase Clp activity,primary,3490,FBGN0038745-MONOMER
3491,GTPase activity,primary,3491,FBGN0029959-MONOMER
3492,ORF,primary,3492,FBGN0036987-MONOMER
3493,structural constituent of ribosome,primary,3493,FBGN0037686-MONOMER
3494,enzyme inhibitor activity//diazepam binding//acyl-CoA binding,primary,3494,FBGN0031478-MONOMER
3495,histidine-tRNA ligase activity,primary,3495,FBGN0027087-MONOMER
3496,DNA binding,primary,3496,FBGN0053872-MONOMER
3497,binding//transmembrane transporter activity,primary,3497,FBGN0031039-MONOMER
3498,ORF,primary,3498,FBGN0069962-MONOMER
3499,ORF,primary,3499,FBGN0028943-MONOMER
3500,ORF,primary,3500,FBGN0040965-MONOMER
3501,ORF,primary,3501,FBGN0085534-MONOMER
3502,beta-N-acetylglucosaminidase activity,primary,3502,FBGN0045859-MONOMER
3503,RNA polymerase II transcription mediator activity,primary,3503,FBGN0034795-MONOMER
3504,ORF,primary,3504,FBGN0037129-MONOMER
3505,ORF,primary,3505,FBGN0083947-MONOMER
3506,extracellular-glutamate-gated ion channel activity//kainate selective glutamate receptor activity//glutamate receptor activity,primary,3506,FBGN0046113-MONOMER
3507,catalytic activity,primary,3507,FBGN0039650-MONOMER
3508,ORF,primary,3508,FBGN0040766-MONOMER
3509,ORF,primary,3509,FBGN0033471-MONOMER
3510,ORF,primary,3510,FBGN0085411-MONOMER
3511,ORF,primary,3511,FBGN0036180-MONOMER
3512,ORF,primary,3512,FBGN0085548-MONOMER
3513,DNA binding,primary,3513,FBGN0031740-MONOMER
3514,ORF,primary,3514,FBGN0052425-MONOMER
3515,ORF,primary,3515,FBGN0035101-MONOMER
3516,ORF,primary,3516,FBGN0034430-MONOMER
3517,ORF,primary,3517,FBGN0036991-MONOMER
3518,S-adenosylmethionine-dependent methyltransferase activity,primary,3518,FBGN0037543-MONOMER
3519,iron ion transmembrane transporter activity,primary,3519,FBGN0034094-MONOMER
3520,DNA binding,primary,3520,FBGN0053902-MONOMER
3521,receptor binding,primary,3521,FBGN0087011-MONOMER
3522,acyltransferase activity,primary,3522,FBGN0085377-MONOMER
3523,ORF,primary,3523,FBGN0028893-MONOMER
3524,gamma-glutamyl hydrolase activity,primary,3524,FBGN0052155-MONOMER
3525,actin binding//calcium ion binding,primary,3525,FBGN0000709-MONOMER
3526,ORF,primary,3526,FBGN0036639-MONOMER
3527,ORF,primary,3527,FBGN0035484-MONOMER
3528,nucleotide binding//translation initiation factor activity//mRNA binding//nucleic acid binding,primary,3528,FBGN0039797-MONOMER
3529,amino acid transmembrane transporter activity,primary,3529,FBGN0039045-MONOMER
3530,DNA binding,primary,3530,FBGN0053891-MONOMER
3531,cysteine-type peptidase activity//peptidase activity,primary,3531,FBGN0052110-MONOMER
3532,galactosyltransferase activity,primary,3532,FBGN0085481-MONOMER
3533,ATP binding,primary,3533,FBGN0030202-MONOMER
3534,membrane alanyl aminopeptidase activity,primary,3534,FBGN0051445-MONOMER
3535,ubiquitin thiolesterase activity,primary,3535,FBGN0029763-MONOMER
3536,signal sequence binding,primary,3536,FBGN0011016-MONOMER
3537,ORF,primary,3537,FBGN0085662-MONOMER
3538,ORF,primary,3538,FBGN0050362-MONOMER
3539,protein binding//zinc ion binding,primary,3539,FBGN0024997-MONOMER
3540,RNA-directed DNA polymerase activity,primary,3540,FBGN0027622-MONOMER
3541,ORF,primary,3541,FBGN0031772-MONOMER
3542,ORF,primary,3542,FBGN0025627-MONOMER
3543,receptor activity,primary,3543,FBGN0002306-MONOMER
3544,phospholipase A2 activity,primary,3544,FBGN0046710-MONOMER
3545,calcium ion binding,primary,3545,FBGN0038181-MONOMER
3546,ORF,primary,3546,FBGN0031579-MONOMER
3547,ORF,primary,3547,FBGN0039325-MONOMER
3548,ORF,primary,3548,FBGN0085219-MONOMER
3549,ORF,primary,3549,FBGN0036573-MONOMER
3550,ATPase activity,primary,3550,FBGN0034705-MONOMER
3551,ORF,primary,3551,FBGN0031993-MONOMER
3552,zinc ion binding,primary,3552,FBGN0030782-MONOMER
3553,ORF,primary,3553,FBGN0085632-MONOMER
3554,RNA-directed DNA polymerase activity,primary,3554,FBGN0043876-MONOMER
3555,transcription repressor activity//DNA binding//transcription corepressor activity//protein binding//chromatin binding,primary,3555,FBGN0053525-MONOMER
3556,DNA binding,primary,3556,FBGN0053849-MONOMER
3557,ORF,primary,3557,FBGN0053483-MONOMER
3558,RNA-directed DNA polymerase activity,primary,3558,FBGN0062541-MONOMER
3559,protein kinase activity,primary,3559,FBGN0062246-MONOMER
3560,superoxide dismutase copper chaperone activity,primary,3560,FBGN0010531-MONOMER
3561,ORF,primary,3561,FBGN0035204-MONOMER
3562,trypsin activity,primary,3562,FBGN0039629-MONOMER
3563,cytochrome-c oxidase activity,primary,3563,FBGN0036830-MONOMER
3564,ORF,primary,3564,FBGN0028938-MONOMER
3565,nucleic acid binding//endonuclease activity,primary,3565,FBGN0053346-MONOMER
3566,ORF,primary,3566,FBGN0037560-MONOMER
3567,ATP-dependent helicase activity,primary,3567,FBGN0000171-MONOMER
3568,DNA binding,primary,3568,FBGN0053827-MONOMER
3569,5'-nucleotidase activity,primary,3569,FBGN0259101-MONOMER
3570,endopeptidase activity//threonine endopeptidase activity,primary,3570,FBGN0016697-MONOMER
3571,organic cation transmembrane transporter activity,primary,3571,FBGN0038719-MONOMER
3572,ORF,primary,3572,FBGN0085529-MONOMER
3573,ubiquitin thiolesterase activity,primary,3573,FBGN0036913-MONOMER
3574,ORF,primary,3574,FBGN0064115-MONOMER
3575,ORF,primary,3575,FBGN0034454-MONOMER
3576,acetylglucosaminyltransferase activity,primary,3576,FBGN0030662-MONOMER
3577,ORF,primary,3577,FBGN0050005-MONOMER
3578,ORF,primary,3578,FBGN0052710-MONOMER
3579,zinc ion binding,primary,3579,FBGN0051624-MONOMER
3580,prothoracicotrophic hormone activity//hormone activity//neuropeptide hormone activity,primary,3580,FBGN0013323-MONOMER
3581,calcium ion binding,primary,3581,FBGN0029084-MONOMER
3582,ORF,primary,3582,FBGN0250827-MONOMER
3583,transcription factor activity,primary,3583,FBGN0038402-MONOMER
3584,protein binding//neurotransmitter transporter activity,primary,3584,FBGN0000313-MONOMER
3585,structural constituent of ribosome,primary,3585,FBGN0036774-MONOMER
3586,ORF,primary,3586,FBGN0050466-MONOMER
3587,neurotransmitter:sodium symporter activity,primary,3587,FBGN0034049-MONOMER
3588,ORF,primary,3588,FBGN0053548-MONOMER
3589,ORF,primary,3589,FBGN0029965-MONOMER
3590,protein binding,primary,3590,FBGN0010452-MONOMER
3591,guanylate kinase activity,primary,3591,FBGN0250785-MONOMER
3592,cytidine deaminase activity,primary,3592,FBGN0032001-MONOMER
3593,ORF,primary,3593,FBGN0036394-MONOMER
3594,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity",primary,3594,FBGN0031732-MONOMER
3595,ORF,primary,3595,FBGN0036320-MONOMER
3596,GTPase regulator activity,primary,3596,FBGN0053288-MONOMER
3597,ORF,primary,3597,FBGN0011020-MONOMER
3598,ORF,primary,3598,FBGN0030328-MONOMER
3599,fructose transmembrane transporter activity,primary,3599,FBGN0031517-MONOMER
3600,ORF,primary,3600,FBGN0000246-MONOMER
3601,aspartic-type endopeptidase activity//structural constituent of cytoskeleton//protein binding//transcription coactivator activity,primary,3601,FBGN0025716-MONOMER
3602,histone lysine N-methyltransferase activity (H4-K20 specific),primary,3602,FBGN0011474-MONOMER
3603,ORF,primary,3603,FBGN0000247-MONOMER
3604,"RNA splicing factor activity, transesterification mechanism//zinc ion binding//nucleic acid binding",primary,3604,FBGN0036314-MONOMER
3605,structural constituent of chitin-based cuticle//structural constituent of chitin-based larval cuticle,primary,3605,FBGN0035512-MONOMER
3606,protein serine/threonine kinase activity,primary,3606,FBGN0024227-MONOMER
3607,ORF,primary,3607,FBGN0035252-MONOMER
3608,arginine kinase activity,primary,3608,FBGN0035957-MONOMER
3609,zinc ion binding,primary,3609,FBGN0051534-MONOMER
3610,microtubule motor activity//ATP binding//motor activity,primary,3610,FBGN0004379-MONOMER
3611,ORF,primary,3611,FBGN0053348-MONOMER
3612,diacylglycerol kinase activity,primary,3612,FBGN0030300-MONOMER
3613,ORF,primary,3613,FBGN0034674-MONOMER
3614,electron carrier activity//protein binding//zinc ion binding,primary,3614,FBGN0005683-MONOMER
3615,ORF,primary,3615,FBGN0039868-MONOMER
3616,electron carrier activity//heme binding//monooxygenase activity//iron ion binding,primary,3616,FBGN0032693-MONOMER
3617,ubiquitin protein ligase binding,primary,3617,FBGN0036332-MONOMER
3618,ORF,primary,3618,FBGN0052983-MONOMER
3619,ORF,primary,3619,FBGN0003285-MONOMER
3620,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity,primary,3620,FBGN0032135-MONOMER
3621,ribonuclease P activity,primary,3621,FBGN0035831-MONOMER
3622,phosphoric diester hydrolase activity,primary,3622,FBGN0031506-MONOMER
3623,ORF,primary,3623,FBGN0038147-MONOMER
3624,ORF,primary,3624,FBGN0032251-MONOMER
3625,ORF,primary,3625,FBGN0038300-MONOMER
3626,ORF,primary,3626,FBGN0259729-MONOMER
3627,ORF,primary,3627,FBGN0031127-MONOMER
3628,zinc ion binding//nucleic acid binding,primary,3628,FBGN0038548-MONOMER
3629,calcium ion binding,primary,3629,FBGN0020908-MONOMER
3630,glutaminase activity,primary,3630,FBGN0033765-MONOMER
